Kode,Tekst
DD036A,Melanoma in situ på skulder
DD036B,Melanoma in situ på arm
DD037,Melanoma in situ på underekstremitet
DD037A,Melanoma in situ på ben
DD037B,Melanoma in situ på hofte
DD038,Melanoma in situ med anden lokalisation
DD039,Melanoma in situ UNS
DD04,Carcinoma in situ i huden
DD040,Carcinoma in situ i hud på læbe
DD041,Carcinoma in situ i hud på øjenlåg
DD041A,Carcinoma in situ i hud i øjenkrog
DD042,Carcinoma in situ i hud på øre eller i ydre øregang
DD042A,Carcinoma in situ i hud på øre
DD042B,Carcinoma in situ i hud i ydre øregang
DD043,Carcinoma in situ i hud i ansigtet med anden eller ikke specificeret lokalisation
DD043A,Carcinoma in situ i hud i ansigtet med anden lokalisation
DD043B,Carcinoma in situ i hud i ansigtet UNS
DD043C,Carcinoma in situ i hud på næsen
DD044,Carcinoma in situ i hud på skalpen eller halsen
DD044A,Carcinoma in situ i hud på skalpen
DD044B,Carcinoma in situ i hud på halsen
DD045,Carcinoma in situ i hud på kroppen
DD045A,Carcinoma in situ i hud ved endetarmsåbningen
DD045B,Carcinoma in situ i hud på bryst
DD045C,Carcinoma in situ i marginalzonen i endetarmsåbningen
DD046,Carcinoma in situ i hud på overekstremitet
DD046A,Carcinoma in situ i hud på skulder
DD046B,Carcinoma in situ i hud på arm
DD047,Carcinoma in situ i hud på underekstremitet
DD047A,Carcinoma in situ i hud på ben
DD047B,Carcinoma in situ i hud på hofte
DD048,Carcinoma in situ i huden med anden lokalisation
DD049,Carcinoma in situ i huden UNS
DD05,Carcinoma in situ i bryst
DD050,Lobulært carcinoma in situ i mamma
DD051,Intraduktalt carcinoma in situ i mamma
DD056,Pagets sygdom i bryst (brystvorte)
DD057,Carcinoma in situ med anden lokalisation i mamma
DD059,Carcinoma in situ i mamma UNS
DD06,Carcinoma in situ i livmoderhalsen
DD069,Carcinoma in situ i livmoderhalsen UNS
DD07,Carcinoma in situ med andre og ikke specificerede lokalisationer i kønsorganer
DD070,Endometriehyperplasi med atypi
DD071,Carcinoma in situ i vulva
DD071A,"Vulvær intraepitelial neoplasi (VIN), grad III"
DD072,Carcinoma in situ i vagina
DD072A,"Vaginal intraepitelial neoplasi (VAIN), grad III"
DD073,Carcinoma in situ med anden eller ikke specificeret lokalisation i kvindelige kønsorganer
DD073A,Carcinoma in situ i æggestok
DD073B,Carcinoma in situ med anden lokalisation i kvindeligt kønsorgan
DD073B1,Tubalt intraepithelialt karcinom
DD073C,Carcinoma in situ i kvindeligt kønsorgan UNS
DD074,Carcinoma in situ på penis
DD075,Carcinoma in situ i prostata
DD076,Carcinoma in situ med anden eller ikke specificeret lokalisation i mandlige kønsorganer
DD076A,Carcinoma in situ med anden lokalisation i mandligt kønsorgan
DD076B,Carcinoma in situ i mandligt kønsorgan UNS
DD076T,Carcinoma in situ i testikel
DD09,Carcinoma in situ med andre eller ikke specificerede lokalisationer
DD090,Carcinoma in situ (Tis) i urinblæren
DD091,Carcinoma in situ (Tis) med anden eller ikke specificeret lokalisation i urinveje
DD091A,Carcinoma in situ i nyre
DD091B,Carcinoma in situ i nyrebækken
DD091C,Carcinoma in situ i urinleder
DD091D,Carcinoma in situ i urinrør
DD092,Carcinoma in situ i øje
DD093,Carcinoma in situ i endokrin kirtel
DD093A,Carcinoma in situ i skjoldbruskkirtlen
DD093B,Carcinoma in situ i anden endokrin kirtel
DD095,Non-invasiv papillær tumor (Ta) i urinblæren
DD096,Non-invasiv papillær tumor (Ta) i anden eller ikke specificeret lokalisation i urinveje
DD096B,Non-invasiv papillær tumor (Ta) i nyrebækken
DD096C,Non-invasiv papillær tumor (Ta) i urinleder
DD096D,Non-invasiv papillær tumor (Ta) i urinrøret
DD097,Carcinoma in situ med anden lokalisation
DD097A,Carcinoma in situ på næsen UNS
DD099,Carcinoma in situ UNS
,Godartede neoplasmer [DD10-DD36]
DD10,"Godartede tumorer i læber, mundhulen og svælget"
DD100,Godartet tumor i læbe
DD101,Godartet tumor i tungen
DD101A,Godartet tumor i tonsilla lingualis
DD102,Godartet tumor i mundgulvet
DD103,Godartet tumor i mundhulen med anden eller ikke specificeret lokalisation
DD103A,Godartet tumor i munden UNS
DD103B,Papillomatosis mucosae facies oralis palati
DD104,Godartet tumor i tonsil
DD104A,Godartet tumor i tonsilla palatina
DD105,Godartet tumor med anden lokalisation i mundsvælget
DD106,Godartet tumor i næsesvælget
DD106A,Juvenilt angiofibrom i rhinopharynx
DD107,Godartet tumor i hypopharynx
DD109,Godartet tumor i svælget UNS
DD11,Godartede tumorer i store spytkirtler
DD110,Godartet tumor i ørespytkirtel
DD117,Godartet tumor i anden stor spytkirtel
DD117A,Godartet tumor i glandula sublingualis
DD117B,Godartet tumor i glandula submandibularis
DD119,Godartet tumor i stor spytkirtel UNS
DD12,"Godartede tumorer i tyktarmen, endetarmen og endetarmsåbningen"
DD120,Godartet tumor i caecum
DD120A,Godartet tumor i valvula ileocaecalis
DD121,Godartet tumor i blindtarmen
DD122,Godartet tumor i colon ascendens
DD123,Godartet tumor i colon transversum
DD123A,Godartet tumor i flexura coli dextra
DD123B,Godartet tumor i flexura coli sinistra
DD124,Godartet tumor i colon descendens
DD125,Godartet tumor i colon sigmoideum
DD126,Godartet tumor i tyktarmen uden nærmere specificeret lokalisation
DD126A,Adenomatosis coli
DD126B,Polyposis hereditaria coli
DD126C,Multiple godartede tumorer i tyktarmen
DD126F,Familiær adenomatøs polypose (FAP)
DD128,Godartet tumor i endetarmen
DD129,Godartet tumor i endetarmsåbningen eller analkanalen
DD129A,Godartet tumor i endetarmsåbningen
DD129B,Godartet tumor i analkanalen
DD13,Godartede tumorer i andre og dårligt specificerede dele af fordøjelsessystemet
DD130,Godartet tumor i spiserøret
DD131,Godartet tumor i mavesækken
DD132,Godartet tumor i tolvfingertarmen
DD133,Godartet tumor i anden eller ikke specificeret del af tyndtarmen
DD134,Godartet tumor i leveren
DD134A,Godartet tumor i intrahepatiske galdegange
DD135,Godartet tumor i ekstrahepatiske galdeveje
DD136,Godartet tumor i pancreas
DD137,Godartet tumor i Langerhanske øer
DD137A,Insulinom
DD137B,Glucagonom
DD139,Godartet tumor i fordøjelsessystemet UNS
DD139A,Godartet tumor i milten UNS
DD14,Godartede tumorer i mellemøre og åndedrætsorganer
DD140,"Godartet tumor i mellemøre, næsehulen eller bihule"
DD140A,Godartet tumor i mellemøre
DD140B,Godartet tumor i næsehulen
DD140C,Godartet tumor i bihule
DD140D,Godartet tumor i næsebrusken
DD141,Godartet tumor i strubehovedet
DD142,Godartet tumor i luftrøret
DD143,Godartet tumor i bronkie eller lunge
DD143A,Godartet tumor i bronkie
DD143B,Godartet tumor i lunge
DD144,Godartet tumor i åndedrætsorgan UNS
DD15,Godartede tumorer i andre og dårligt specificerede lokalisationer i brysthulen
DD150,Godartet tumor i thymus
DD151,Godartet tumor i hjertet
DD152,Godartet tumor i mediastinum
DD157,Godartet tumor i andet organ i brysthulen
DD159,Godartet tumor i brysthulen UNS
DD16,Godartede tumorer i knogle og ledbrusk
DD160,Godartet tumor i knogle eller ledbrusk i skulderblad eller lang knogle i overekstremitet
DD160C,Godartet tumor i knogle eller ledbrusk i lang knogle i overekstremitet
DD160D,Godartet tumor i knogle eller ledbrusk i skulderblad
DD161,Godartet tumor i knogle eller ledbrusk i kort knogle i overekstremitet
DD162,Godartet tumor i knogle eller ledbrusk i lang knogle i underekstremitet
DD163,Godartet tumor i knogle eller ledbrusk i kort knogle i underekstremitet
DD163C,Eksostose under tånegl
DD164,Godartet tumor i knogle eller ledbrusk i kranie eller ansigt
DD164C,Godartet tumor i knogle eller ledbrusk i kranieknogle
DD164D,Godartet tumor i knogle eller ledbrusk i ansigtsknogle
DD164E,Godartet tumor i knogle eller ledbrusk i overkæben
DD165,Godartet tumor i knogle eller ledbrusk i underkæben
DD166,Godartet tumor i knogle eller ledbrusk i rygsøjlen
DD167,"Godartet tumor i knogle eller ledbrusk i ribben, brystben eller clavicula"
DD167D,Godartet tumor i knogle eller ledbrusk i clavicula
DD167E,Godartet tumor i knogle eller ledbrusk i ribben
DD167F,Godartet tumor i knogle eller ledbrusk i brystbenet
DD168,"Godartet tumor i knogle eller ledbrusk i bækken, os sacrum eller os coccygis"
DD168D,Godartet tumor i knogle eller ledbrusk i os coccygis
DD168E,Godartet tumor i knogle eller ledbrusk i bækkenet
DD168F,Godartet tumor i knogle eller ledbrusk i os sacrum
DD169,Godartet tumor i knogle eller ledbrusk UNS
DD17,Lipomer
DD170,"Lipom i hud eller underhud på hoved, ansigt eller hals"
DD170A,Lipom i hud på hovedet
DD170B,Lipom i hud på halsen
DD170C,Lipom i hud på ansigtet
DD170D,Lipom i underhud på hovedet
DD170E,Lipom i underhud på halsen
DD170F,Lipom i underhud på ansigtet
DD171,Lipom i hud eller underhud på kroppen
DD171C,Lipom i hud eller underhud på mamma
DD172,Lipom i hud eller underhud på ekstremitet
DD173,Lipom i hud eller underhud med anden eller ikke specificeret lokalisation
DD174,Lipom i intratorakalt organ
DD175,Lipom i intraabdominalt organ
DD176,Lipom i sædstrengen
DD177,Lipom med anden lokalisation
DD177A,Peritonealt lipom
DD177B,Retroperitonealt lipom
DD177C,Lipom i mamma
DD179,Lipom UNS
DD18,Godartede tumorer i blodkar og lymfekar
DD180,Hæmangiom
DD180A,Intrakutant hæmangiom
DD180B,Blue rubber bleb-nævus
DD180C,Kimuras sygdom
DD180D,Diffust hæmangiom
DD180E,Kasabach-Merritt syndrom
DD180F,Kapillært hæmangiom
DD181,Lymfangiom
DD181A,Hygroma
DD181B,Lymfhæmangiom
DD189,Godartet tumor i blodkar eller lymfekar UNS
DD19,Godartede tumorer i mesotelialt væv
DD190,Godartet mesoteliom i lungehinde
DD191,Godartet mesoteliom i peritoneum
DD197,Godartet tumor i mesotelialt væv med anden lokalisation
DD199,Godartet tumor i mesotelialt væv UNS
DD20,Godartede tumorer i bindevæv i peritoneum og retroperitoneum
DD200,Godartet tumor i bindevæv i retroperitoneum
DD201,Godartet tumor i bindevæv i peritoneum
DD21,Andre godartede tumorer i bindevæv og andre bløddele
DD210,"Godartet tumor i bindevæv eller andre bløddele i hoved, ansigt eller hals"
DD210A,Godartet tumor i bindevæv i hovedet
DD210B,Godartet tumor i bindevæv i halsen
DD210C,Godartet tumor i bindevæv i ansigtet
DD211,Godartet tumor i bindevæv i overekstremitet
DD211A,Godartet tumor i bindevæv i skulder
DD212,Godartet tumor i bindevæv i underekstremitet
DD212B,Godartet tumor i bindevæv i hofte
DD213,Godartet tumor i bindevæv i thorax
DD214,Godartet tumor i bindevæv i abdomen
DD215,Godartet tumor i bindevæv i bækkenet
DD216,Godartet tumor i bindevæv i kroppen UNS
DD216A,Godartet tumor i bindevæv på ryggen
DD217,Godartet tumor i bindevæv med anden lokalisation
DD219,Godartet tumor i bindevæv UNS
DD22,Nævus
DD220,Nævus på læbe
DD221,Nævus på øjenlåg
DD222,Nævus på øre eller i ydre øregang
DD222A,Nævus på øre
DD222B,Nævus i ydre øregang
DD223,Nævus med anden eller ikke specificeret lokalisation i ansigtet
DD224,Nævus på skalpen eller halsen
DD224A,Nævus på skalpen
DD224B,Nævus på halsen
DD225,Nævus på kroppen
DD225A,Nævus i anus
DD225B,Nævus på mamma
DD225C,Perianalt nævus
DD226,Nævus på overekstremitet
DD226A,Nævus på skulder
DD227,Nævus på underekstremitet
DD227A,Nævus på hofte
DD228,Nævus med anden lokalisation
DD229,Nævus UNS
DD229Q,Nævus spilus
DD23,Andre godartede tumorer i huden
DD230,Godartet tumor i hud på læbe
DD231,Godartet tumor i hud på øjenlåg
DD231A,Godartet tumor i hud i øjenkrog
DD232,Godartet tumor i hud på øre eller i ydre øregang
DD232A,Godartet tumor i hud på øre
DD232B,Godartet tumor i hud i ydre øregang
DD233,Godartet tumor i hud i ansigtet med anden eller ikke specificeret lokalisation
DD234,Godartet tumor i hud på skalpen eller halsen
DD234A,Godartet tumor i hud på skalpen
DD234B,Godartet tumor i hud på halsen
DD235,Godartet tumor i hud på kroppen
DD235A,Godartet tumor i hud i anus
DD235B,Godartet tumor i hud på mamma
DD235C,Perianal godartet tumor i huden
DD236,Godartet tumor i hud på overekstremitet
DD236A,Godartet tumor i hud på skulder
DD237,Godartet tumor i hud på underekstremitet
DD237A,Godartet tumor i hud på hofte
DD239,Godartet tumor i huden UNS
DD24,Godartede tumorer i mamma
DD249,Godartet tumor i mamma UNS
DD249A,Fibroadenom i mamma
DD249C,Papilloma ductuli mammae
DD249D,Adenom i brystvorte
DD249E,Benign phylloides tumor i bryst
DD249F,Harmartom i mamma
DD249G,Fibromatose i mamma
DD249W,Anden godartet tumor i mamma
DD25,Fibromyom i livmoderen
DD250,Submukøst fibromyom i livmoderen
DD250A,Submukøst fibromyom type 0 i livmoderen
DD250B,Submukøst fibromyom type 1 i livmoderen
DD250C,Submukøst fibromyom type 2 i livmoderen
DD251,Intramuralt fibromyom i livmoderen
DD252,Subserøst fibromyom i livmoderen
DD259,Fibromyom i livmoderen UNS
DD26,Andre godartede tumorer i livmoderen
DD260,Godartet tumor i livmoderhalsen
DD261,Godartet tumor i corpus uteri
DD267,Godartet tumor i livmoderen med anden lokalisation
DD269,Godartet tumor i livmoderen UNS
DD27,Godartede tumorer i æggestok
DD270,Serøst cystadenom i æggestok
DD271,Mucinøst cystadenom i æggestok
DD272,Dermoidcyste i æggestok
DD278,Anden form for godartet tumor i æggestok
DD279,Godartet tumor i æggestok UNS
DD28,Godartede tumorer i andre og ikke specificerede kvindelige kønsorganer
DD280,Godartet tumor i vulva
DD281,Godartet tumor i vagina
DD282,Godartet tumor i æggeleder eller livmoderens ligamenter
DD282A,Godartet tumor i ligamentum lati
DD282B,Godartet tumor i ligamentum rotundi
DD282C,Godartet tumor i æggeleder
DD287,Godartet tumor i andet kvindeligt kønsorgan
DD289,Godartet tumor i kvindeligt kønsorgan UNS
DD29,Godartede tumorer i mandlige kønsorganer
DD290,Godartet tumor i penis
DD291,Godartet tumor i prostata
DD292,Godartet tumor i testikel
DD293,Godartet tumor i epididymis
DD294,Godartet tumor i scrotum
DD297,Godartet tumor i mandlige kønsorganer med anden lokalisation
DD297A,Godartet tumor i sædstreng
DD297B,Godartet tumor i tunica vaginalis
DD297C,Godartet tumor i vesicula seminalis
DD299,Godartet tumor i mandligt kønsorgan UNS
DD30,Godartede tumorer i nyrer og urinveje
DD300,Godartet tumor i nyre
DD301,Godartet tumor i nyrebækken
DD302,Godartet tumor i urinleder
DD303,Godartet tumor i urinblæren
DD304,Godartet tumor i urinrøret
DD307,Godartet tumor i urinveje med anden lokalisation
DD309,Godartet tumor i nyre eller urinveje UNS
DD31,Godartede tumorer i øje og omgivende strukturer
DD310,Godartet tumor i konjunktiva
DD311,Godartet tumor i hornhinde
DD312,Godartet tumor i nethinde
DD313,Godartet tumor i choroidea
DD314,Godartet tumor i corpus ciliare
DD315,Godartet tumor i tårekirtel eller tårekanal
DD315A,Godartet tumor i tårekanal
DD315B,Godartet tumor i tårekirtel
DD315C,Godartet tumor i tåresæk
DD316,Godartet tumor i øjenhule
DD316A,Retrobulbær godartet tumor
DD319,Godartet tumor i øje UNS
DD32,Godartede tumorer i hjernehinder og rygmarvshinder
DD320,Intrakranielt meningeom
DD321,Intraspinalt meningeom
DD329,Meningeom UNS
DD33,Godartede tumorer i hjernen og andre dele af centralnervesystemet
DD330,Supratentoriel godartet tumor i hjernen
DD330A,Godartet tumor i hjernens pandelap
DD330B,Godartet tumor i hjernens nakkelap
DD330C,Godartet tumor i hjernens isselap
DD330D,Godartet tumor i hjernens tindingelap
DD331,Infratentoriel godartet tumor i hjernen
DD331A,Godartet tumor i lillehjernen
DD331B,Godartet tumor i hjernens 4. ventrikel
DD331C,Godartet tumor i hjernestammen
DD331D,Godartet tumor i hjernebroen
DD332,Godartet tumor i hjernen UNS
DD333,Godartet tumor i hjernenerve
DD333A,Godartet tumor i bulbus olfactorius
DD333B,Godartet tumor i hørenerve
DD334,Godartet tumor i rygmarven
DD337,Godartet tumor i anden del af centralnervesystemet
DD339,Godartet tumor i centralnervesystemet UNS
DD34,Godartede tumorer i skjoldbruskkirtlen
DD349,Godartet tumor i skjoldbruskkirtlen UNS
DD35,Godartede tumorer i andre og ikke specificerede endokrine kirtler
DD350,Godartet tumor i binyre
DD350A,Fæokromocytom
DD351,Godartet tumor i biskjoldbruskkirtel
DD352,Godartet tumor i hypofysen
DD352A,Adenom i hypofysen
DD353,Godartet tumor i ductus craniopharyngeus
DD354,Godartet tumor i corpus pineale
DD355,Godartet tumor i glomus caroticum
DD356,Godartet tumor i corpus para-aorticus eller andet paraganglion
DD356A,Godartet tumor i corpus para-aorticus
DD356B,Godartet tumor i paraganglion
DD356C,Godartet tumor i glomus jugulare
DD357,Godartet tumor i anden endokrin kirtel
DD358,Neoplasma benignum pluriglandulare
DD359,Godartet tumor i endokrin kirtel UNS
DD36,Godartede tumorer med anden eller ikke specificeret lokalisation
DD360,Godartet tumor i lymfeknude
DD361,Godartet tumor i perifer nerve eller det autonome nervesystem
DD361A,Godartet tumor i perifer nerve
DD361B,Godartet tumor i det autonome nervesystem
DD367,Godartet tumor med anden lokalisation
DD367A,Castleman sygdom
DD369,Godartet tumor uden nærmere specificeret lokalisation
,Tumorer af usikker eller ukendt karakter [DD37-DD48]
DD37,Tumorer i mundhule og fordøjelsesorganer af usikker og ukendt karakter
DD370,"Ikke specificeret tumor i læbe, mundhule eller svælg"
DD370A,Ikke specificeret tumor i mundhulen
DD370B,Ikke specificeret tumor i læbe
DD370C,Ikke specificeret tumor i svælget
DD371,Ikke specificeret tumor i mavesækken
DD372,Ikke specificeret tumor i tyndtarmen
DD373,Ikke specificeret tumor i blindtarmen
DD374,Ikke specificeret tumor i tyktarmen
DD375,Ikke specificeret tumor i endetarmen
DD376,"Ikke specificeret tumor i leveren, galdeblæren eller galdeveje"
DD376A,Ikke specificeret tumor i leveren
DD376B,Ikke specificeret tumor i galdeblæren
DD376C,Ikke specificeret tumor i galdeveje
DD377,Ikke specificeret tumor i andet fordøjelsesorgan
DD377A,Ikke specificeret tumor i anus
DD377B,Ikke specificeret tumor i spiserøret
DD377C,Ikke specificeret tumor i pancreas
DD379,Ikke specificeret tumor i fordøjelsesorgan UNS
DD38,"Tumorer i mellemøre, åndedrætsorganer og organer i brysthulen af usikker og ukendt karakter"
DD380,Ikke specificeret tumor i strubehovedet
DD381,"Ikke specificeret tumor i luftrør, bronkie eller lunge"
DD381A,Ikke specificeret tumor i bronkie
DD381B,Ikke specificeret tumor i lunge
DD381C,Ikke specificeret tumor i luftrøret
DD382,Ikke specificeret tumor i lungehinde
DD383,Ikke specificeret tumor i mediastinum
DD384,Ikke specificeret tumor i thymus
DD385,Ikke specificeret tumor i andet åndedrætsorgan
DD385A,Ikke specificeret tumor i mellemøre
DD385B,Ikke specificeret tumor i næsebrusken
DD385C,Ikke specificeret tumor i næsehulen
DD385D,Ikke specificeret tumor i bihule
DD389,Ikke specificeret tumor i åndedrætsorgan eller luftveje UNS
DD39,Tumorer i kvindelige kønsorganer af usikker og ukendt karakter
DD390,Ikke specificeret tumor i livmoderen
DD391,Ikke specificeret tumor i æggestok
DD391A,Ovarietumor af borderline type
DD392,Ikke specificeret tumor i placenta
DD392A,Chorioadenoma destruens
DD392B,Mola hydatidosa maligna
DD397,Ikke specificeret tumor med anden lokalisation i kvindeligt kønsorgan
DD397A,Ikke specificeret hudtumor i kvindeligt kønsorgan
DD399,Ikke specificeret tumor i kvindeligt kønsorgan UNS
DD40,Tumorer i mandlige kønsorganer af usikker og ukendt karakter
DD400,Ikke specificeret tumor i prostata
DD401,Ikke specificeret tumor i testikel
DD407,Ikke specificeret tumor med anden lokalisation i mandligt kønsorgan
